(8098, 'motive', ['1', '2', '4'])
(4287, 'enormity', ['9', '2', '6'])
(6628, 'instability', ['5', '2', '4'])
(10311, 'regressive', ['1', '2', '5'])
(7606, 'manly', ['2', '4', '8'])
(6352, 'incessantly', ['6', '0', '5'])
(3803, 'diverting', ['12', '2', '4'])
(9383, 'poisoning', ['4', '3', '5'])
(8099, 'motley', ['3', '2', '5'])
(961, 'azimuth', ['5', '4', '10'])
(1268, 'bit', ['1', '2', '4'])
(4205, 'emporium', ['4', '2', '6'])
(9118, 'perpetuity', ['4', '2', '5'])
(9487, 'pottery', ['3', '2', '5'])
(715, 'armament', ['1', '2', '5'])
(8634, 'opus', ['6', '0', '3'])
(6093, 'humorist', ['6', '0', '3'])
(1956, 'chancellor', ['6', '0', '5'])
(8540, 'offhand', ['5', '3', '10'])
(5236, 'functional', ['11', '2', '5'])
(1784, 'caravan', ['12', '2', '5'])
(6293, 'impress', ['6', '0', '3'])
(11610, 'solicitor', ['5', '2', '6'])
(10815, 'rupture', ['10', '3', '5'])
(285, 'affront', ['10', '2', '3'])
(11351, 'silken', ['11', '2', '4'])
(6715, 'intermediate', ['6', '0', '3'])
(9167, 'phantom', ['5', '4', '4'])
(9032, 'pelagic', ['2', '3', '4'])
(13604, 'village', ['4', '2', '5'])
(13604, 'village', ['3', '2', '5'])
(6139, 'hypnotic', ['5', '2', '4'])
(6139, 'hypnotic', ['7', '2', '4'])
(815, 'assured', ['12', '3', '8'])
(4504, 'excluded', ['6', '0', '5'])
(3260, 'degenerate', ['10', '2', '3'])
(10301, 'regiment', ['4', '2', '4'])
(2196, 'closeness', ['7', '3', '5'])
(6056, 'household', ['3', '2', '5'])
(998, 'bakery', ['6', '0', '3'])
(4548, 'expand', ['10', '2', '4'])
(2831, 'countless', ['5', '2', '4'])
(966, 'baby', ['8', '8', '10'])
(3396, 'designation', ['6', '0', '4'])
(2933, 'criminality', ['1', '2', '5'])
(2933, 'criminality', ['7', '2', '5'])
(6461, 'inefficient', ['6', '0', '6'])
(4185, 'eminence', ['9', '2', '4'])
(5636, 'guardianship', ['6', '0', '4'])
(11648, 'sorrow', ['1', '2', '3'])
(6438, 'indirect', ['2', '2', '5'])
(13212, 'unfamiliar', ['5', '2', '3'])
(12384, 'taboo', ['1', '2', '5'])
(6356, 'incidence', ['12', '2', '4'])
(7631, 'mariner', ['2', '3', '4'])
(4464, 'evoke', ['6', '0', '5'])
(5937, 'hindering', ['7', '2', '5'])
(12702, 'tinker', ['5', '3', '5'])
(694, 'arctic', ['11', '5', '8'])
(2517, 'confederate', ['6', '0', '4'])
(10606, 'revel', ['6', '0', '3'])
(1997, 'chat', ['6', '0', '3'])
(13567, 'vest', ['6', '0', '3'])
(5368, 'gentleness', ['11', '2', '4'])
(1431, 'botany', ['4', '5', '5'])
(3657, 'disgraced', ['1', '2', '5'])
(3657, 'disgraced', ['5', '2', '5'])
(3595, 'disaster', ['1', '2', '4'])
(12902, 'treasure', ['12', '3', '3'])
(11121, 'sensual', ['6', '0', '2'])
(5965, 'hog', ['3', '2', '5'])
(5965, 'hog', ['8', '2', '5'])
(6947, 'juggle', ['6', '0', '3'])
(8817, 'painless', ['6', '0', '4'])
(7499, 'luxurious', ['6', '0', '2'])
(2016, 'cheering', ['6', '0', '3'])
(12812, 'track', ['6', '0', '5'])
(13163, 'underscore', ['6', '0', '4'])
(13710, 'waiting', ['6', '0', '3'])
(3356, 'depreciate', ['1', '2', '6'])
(3356, 'depreciate', ['5', '2', '6'])
(11808, 'squadron', ['4', '3', '5'])
(430, 'amalgam', ['5', '5', '8'])
(1075, 'baseless', ['11', '3', '10'])
(1075, 'baseless', ['5', '3', '10'])
(3601, 'disbursement', ['4', '3', '3'])
(2742, 'coop', ['6', '0', '3'])
(6351, 'incessant', ['6', '0', '5'])
(11148, 'serial', ['11', '2', '5'])
(11148, 'serial', ['5', '2', '5'])
(5657, 'gullible', ['4', '2', '6'])
(8988, 'paucity', ['5', '2', '5'])
(8988, 'paucity', ['3', '2', '5'])
(6868, 'jab', ['6', '0', '4'])
(13904, 'winning', ['11', '2', '4'])
(13904, 'winning', ['2', '2', '4'])
(6978, 'kayak', ['4', '2', '5'])
(8143, 'multiplicity', ['6', '0', '4'])
(2590, 'consenting', ['4', '2', '4'])
(9449, 'portal', ['5', '2', '3'])
(7018, 'kiosk', ['6', '0', '4'])
(14025, 'year', ['4', '2', '5'])
(10160, 'rebut', ['5', '2', '5'])
(3989, 'dupe', ['6', '0', '5'])
(12922, 'trepidation', ['5', '3', '5'])
(2829, 'counterpart', ['6', '0', '4'])
(8125, 'moving', ['6', '0', '4'])
(13038, 'twelfth', ['5', '2', '5'])
(5537, 'grass', ['4', '4', '4'])
(11277, 'shopping', ['10', '2', '3'])
(7921, 'mirror', ['11', '2', '5'])
(7921, 'mirror', ['5', '2', '5'])
(7598, 'manifestation', ['1', '2', '5'])
(7598, 'manifestation', ['5', '2', '5'])
(4609, 'exquisitely', ['6', '0', '4'])
(11613, 'solidification', ['5', '5', '5'])
(2913, 'credible', ['9', '2', '3'])
(2170, 'clergyman', ['1', '2', '3'])
(13453, 'valance', ['6', '0', '4'])
(9965, 'quaint', ['6', '0', '3'])
(3836, 'dogmatic', ['6', '0', '4'])
(4760, 'feasibility', ['6', '0', '5'])
(5645, 'guidebook', ['6', '0', '3'])
(8079, 'mortal', ['10', '4', '9'])
(3193, 'declare', ['6', '0', '4'])
(10870, 'sameness', ['8', '2', '3'])
(7497, 'lute', ['6', '0', '4'])
(11044, 'seat', ['10', '2', '5'])
(11044, 'seat', ['3', '2', '5'])
(2330, 'comic', ['12', '3', '5'])
(1824, 'cartouche', ['6', '0', '3'])
(5687, 'hacienda', ['3', '3', '4'])
(6265, 'impervious', ['11', '2', '5'])
(1084, 'basso', ['2', '2', '4'])
(3666, 'disheartening', ['1', '2', '4'])
(2609, 'consort', ['10', '2', '6'])
(2609, 'consort', ['8', '2', '6'])
(13264, 'universality', ['6', '0', '3'])
(5422, 'glassware', ['11', '3', '4'])
(6775, 'intuitive', ['12', '2', '4'])
(4100, 'ejection', ['4', '2', '4'])
(9055, 'pensive', ['2', '2', '5'])
(6325, 'inadequate', ['7', '2', '5'])
(5430, 'glimmer', ['11', '2', '4'])
(13257, 'unison', ['6', '0', '3'])
(7106, 'larceny', ['1', '2', '5'])
(10570, 'resuscitation', ['11', '2', '3'])
(10247, 'redundancy', ['3', '3', '5'])
(8865, 'papyrus', ['11', '2', '4'])
(12867, 'translucent', ['11', '5', '5'])
(9952, 'pyramid', ['12', '3', '5'])
(8704, 'outgrowth', ['4', '2', '4'])
(8704, 'outgrowth', ['9', '2', '4'])
(13852, 'whistle', ['12', '2', '4'])
(6967, 'justifiable', ['2', '3', '4'])
(8800, 'padding', ['11', '3', '5'])
(6676, 'intelligence', ['6', '0', '2'])
(10506, 'resident', ['2', '2', '5'])
(1445, 'bouquet', ['6', '0', '1'])
(11115, 'senseless', ['6', '0', '4'])
(2561, 'congress', ['6', '0', '4'])
(8210, 'named', ['6', '0', '3'])
(2453, 'compulsion', ['5', '2', '5'])
(9586, 'prepared', ['4', '2', '5'])
(7451, 'lovely', ['6', '0', '2'])
(9946, 'putative', ['5', '2', '5'])
(10178, 'recidivism', ['1', '3', '4'])
(10788, 'ruddy', ['10', '4', '4'])
(5296, 'gape', ['5', '2', '4'])
(4272, 'engrossing', ['6', '0', '4'])
(11917, 'steer', ['7', '2', '5'])
(1319, 'blizzard', ['11', '3', '5'])
(12820, 'trading', ['2', '2', '5'])
(12697, 'tincture', ['6', '0', '3'])
(8872, 'paradigm', ['11', '2', '5'])
(5790, 'hazard', ['10', '3', '4'])
(1188, 'benevolence', ['6', '0', '3'])
(7749, 'mediterranean', ['12', '2', '4'])
(521, 'anguish', ['10', '5', '9'])
(55, 'abstain', ['11', '2', '8'])
(55, 'abstain', ['10', '2', '8'])
(6523, 'informant', ['6', '0', '4'])
(9656, 'primordial', ['5', '2', '3'])
(3215, 'deed', ['5', '3', '4'])
(1132, 'beautiful', ['8', '4', '5'])
(3041, 'curse', ['1', '3', '5'])
(10817, 'ruse', ['1', '2', '5'])
(10817, 'ruse', ['2', '2', '5'])
(9061, 'pepper', ['1', '4', '4'])
(10593, 'retrenchment', ['3', '2', '5'])
(5193, 'frivolous', ['8', '3', '11'])
(12556, 'test', ['10', '2', '4'])
(2459, 'comrade', ['6', '0', '3'])
(11196, 'shadowy', ['5', '3', '5'])
(12942, 'trigonometry', ['4', '2', '6'])
(12942, 'trigonometry', ['2', '2', '6'])
(4265, 'engineer', ['1', '2', '5'])
(4265, 'engineer', ['5', '2', '5'])
(12960, 'triumphant', ['6', '0', '3'])
(9053, 'pension', ['5', '2', '4'])
(12606, 'thimble', ['6', '0', '4'])
(11688, 'spear', ['6', '0', '4'])
(4086, 'efficient', ['4', '2', '5'])
(4086, 'efficient', ['2', '2', '5'])
(12304, 'swarm', ['6', '0', '3'])
(136, 'acquainted', ['2', '3', '7'])
(2335, 'commandant', ['6', '0', '4'])
(9227, 'pig', ['8', '4', '5'])
(4179, 'emerge', ['1', '2', '3'])
(3913, 'drawer', ['3', '2', '5'])
(8245, 'nautical', ['2', '5', '5'])
(9293, 'planned', ['5', '2', '5'])
(10855, 'salesman', ['1', '2', '5'])
(10855, 'salesman', ['5', '2', '5'])
(11829, 'stack', ['3', '2', '5'])
(3226, 'defend', ['11', '2', '5'])
(5469, 'goggle', ['11', '2', '5'])
(5783, 'haunt', ['2', '2', '5'])
(2463, 'conceal', ['6', '0', '3'])
(12669, 'ticklish', ['8', '2', '3'])
(1382, 'bonanza', ['6', '0', '3'])
(2271, 'coincident', ['7', '2', '4'])
(851, 'atonement', ['11', '3', '5'])
(13532, 'veracity', ['11', '2', '5'])
(4653, 'fabrication', ['6', '0', '4'])
(2261, 'cohabitation', ['6', '0', '3'])
(12870, 'transmutation', ['4', '2', '5'])
(12870, 'transmutation', ['7', '2', '5'])
(4221, 'enchanting', ['6', '0', '1'])
(5783, 'haunt', ['5', '2', '5'])
(9767, 'pronounce', ['6', '0', '3'])
(8196, 'mystic', ['9', '2', '4'])
(11115, 'senseless', ['7', '2', '4'])
(2387, 'comparison', ['9', '2', '5'])
(10700, 'rivalry', ['10', '2', '3'])
(9149, 'perverse', ['7', '2', '4'])
(3236, 'deference', ['11', '2', '5'])
(68, 'abyss', ['1', '6', '10'])
(7399, 'log', ['3', '5', '5'])
(12467, 'tease', ['12', '2', '5'])
(7260, 'liaison', ['10', '2', '4'])
(7271, 'libretto', ['11', '2', '5'])
(11102, 'seminar', ['6', '0', '4'])
(12195, 'sun', ['12', '3', '3'])
(2189, 'cloak', ['3', '2', '6'])
(9657, 'prince', ['9', '3', '4'])
(2189, 'cloak', ['1', '2', '3'])
(10839, 'safeguard', ['11', '2', '5'])
(4295, 'enslaved', ['1', '4', '4'])
(4479, 'examine', ['11', '2', '5'])
(94, 'accomplished', ['2', '3', '8'])
(9127, 'persistence', ['2', '2', '5'])
(5056, 'forecast', ['6', '0', '4'])
(12066, 'stump', ['5', '2', '4'])
(7464, 'luck', ['4', '2', '4'])
(9758, 'promote', ['10', '2', '3'])
(9167, 'phantom', ['9', '2', '5'])
(8333, 'nightfall', ['1', '5', '5'])
(6300, 'improbable', ['6', '0', '4'])
(7892, 'mindfulness', ['2', '2', '4'])
(2385, 'comparative', ['5', '2', '4'])
(6989, 'kettle', ['1', '4', '5'])
(392, 'alley', ['1', '2', '9'])
(392, 'alley', ['5', '2', '9'])
(392, 'alley', ['4', '2', '9'])
(392, 'alley', ['3', '2', '9'])
(5080, 'forfeiture', ['5', '3', '7'])
(5738, 'harass', ['1', '2', '4'])
(7162, 'leading', ['12', '2', '4'])
(7162, 'leading', ['7', '2', '4'])
(12511, 'tenant', ['3', '2', '4'])
(13226, 'unguarded', ['6', '0', '4'])
(12742, 'tomcat', ['6', '0', '3'])
(8083, 'mortgagee', ['11', '2', '5'])
(8083, 'mortgagee', ['4', '2', '5'])
(10845, 'sage', ['11', '3', '5'])
(8801, 'paddle', ['3', '3', '4'])
(13423, 'urn', ['1', '3', '5'])
(4771, 'fee', ['4', '2', '4'])
(7561, 'malformation', ['11', '2', '6'])
(7561, 'malformation', ['2', '2', '6'])
(10912, 'saucy', ['7', '4', '5'])
(4320, 'entree', ['4', '2', '5'])
(5506, 'gracious', ['11', '2', '3'])
(7410, 'lonely', ['2', '2', '3'])
(12223, 'supersede', ['10', '2', '5'])
(3467, 'devil', ['10', '3', '4'])
(13739, 'warn', ['10', '2', '5'])
(8019, 'moment', ['11', '2', '4'])
(8317, 'newness', ['11', '2', '4'])
(7147, 'lawful', ['6', '0', '3'])
(5416, 'gladness', ['4', '2', '4'])
(5416, 'gladness', ['12', '2', '4'])
(11766, 'splurge', ['4', '2', '4'])
(3545, 'diminish', ['5', '5', '13'])
(6757, 'intoxicated', ['6', '0', '3'])
(8974, 'patio', ['6', '0', '3'])
(13688, 'voucher', ['2', '2', '5'])
(7021, 'kit', ['6', '0', '4'])
(8291, 'neoprene', ['1', '2', '4'])
(8838, 'palpable', ['5', '2', '5'])
(8838, 'palpable', ['4', '2', '5'])
(2992, 'crypt', ['3', '2', '4'])
(4397, 'eschew', ['3', '2', '4'])
(3253, 'deformity', ['3', '2', '5'])
(1365, 'bog', ['3', '5', '10'])
(13642, 'vision', ['12', '4', '6'])
(1085, 'bassoon', ['6', '0', '5'])
(12831, 'trait', ['5', '2', '4'])
(12831, 'trait', ['7', '2', '4'])
(7500, 'luxury', ['6', '0', '4'])
(4034, 'earthenware', ['3', '2', '3'])
(6498, 'infertile', ['1', '2', '3'])
(13590, 'victoria', ['6', '0', '3'])
(9335, 'pliable', ['4', '2', '5'])
(6674, 'intellect', ['5', '2', '5'])
(6956, 'juncture', ['6', '0', '4'])
(9658, 'princely', ['6', '0', '2'])
(8378, 'nose', ['4', '2', '4'])
(4267, 'engrave', ['5', '4', '5'])
(11942, 'stifle', ['5', '3', '6'])
(9805, 'prospective', ['11', '3', '4'])
(3412, 'despicable', ['1', '2', '5'])
(12550, 'terror', ['1', '3', '5'])
(4884, 'firing', ['10', '2', '4'])
(7962, 'mistrust', ['6', '0', '4'])
(3154, 'dealing', ['4', '3', '5'])
(13838, 'whim', ['6', '0', '1'])
(6629, 'install', ['10', '2', '4'])
(11371, 'simultaneous', ['6', '0', '5'])
(13156, 'underground', ['3', '3', '4'])
(2082, 'church', ['6', '0', '1'])
(10376, 'religious', ['1', '2', '4'])
(9378, 'pointer', ['3', '4', '4'])
(3684, 'dislike', ['4', '2', '5'])
(3684, 'dislike', ['3', '2', '5'])
(12393, 'tacky', ['3', '2', '5'])
(624, 'append', ['2', '4', '15'])
(4426, 'ether', ['11', '2', '5'])
(3792, 'diverge', ['6', '0', '5'])
(5513, 'gradually', ['4', '2', '4'])
(3227, 'defendant', ['6', '0', '4'])
(2617, 'constantly', ['6', '0', '4'])
(5596, 'grizzly', ['3', '4', '5'])
(6145, 'hypothetical', ['3', '3', '5'])
(5664, 'gunpowder', ['1', '3', '4'])
(6237, 'impact', ['10', '2', '5'])
(13425, 'usefully', ['6', '0', '3'])
(6014, 'hopeless', ['5', '2', '5'])
(11607, 'sole', ['11', '2', '3'])
(11277, 'shopping', ['4', '4', '5'])
(4616, 'extent', ['6', '0', '4'])
(7787, 'menu', ['6', '0', '5'])
(8261, 'necessities', ['4', '2', '3'])
(10043, 'radiograph', ['5', '3', '5'])
(1643, 'busy', ['1', '2', '5'])
(1643, 'busy', ['7', '2', '5'])
(1421, 'borer', ['6', '0', '3'])
(9087, 'peril', ['1', '4', '6'])
(11523, 'smile', ['7', '2', '4'])
(10408, 'remuneration', ['6', '0', '3'])
(3160, 'debacle', ['10', '3', '6'])
(12297, 'swagger', ['9', '2', '5'])
(12297, 'swagger', ['7', '2', '5'])
(13826, 'wham', ['10', '2', '4'])
(8293, 'nepotism', ['1', '2', '4'])
(9116, 'perpetuate', ['6', '0', '4'])
(8758, 'overlay', ['11', '4', '5'])
(8183, 'mutation', ['5', '2', '5'])
(9260, 'pique', ['6', '0', '4'])
(4946, 'fled', ['3', '3', '4'])
(6915, 'jockey', ['6', '0', '3'])
(10638, 'revulsion', ['6', '0', '4'])
(8332, 'night', ['1', '5', '5'])
(10581, 'retention', ['4', '2', '5'])
(6053, 'hourglass', ['6', '0', '3'])
(1976, 'characteristic', ['6', '0', '4'])
(712, 'ark', ['3', '3', '3'])
(3032, 'curd', ['11', '3', '6'])
(13922, 'wither', ['5', '2', '4'])
(3128, 'dart', ['10', '2', '5'])
(3220, 'default', ['6', '0', '5'])
(4062, 'eddy', ['2', '2', '4'])
(11595, 'sofa', ['3', '3', '5'])
(9809, 'prosperity', ['4', '3', '3'])
(13274, 'unleash', ['10', '2', '4'])
(13169, 'undertaking', ['6', '0', '4'])
(2433, 'compo', ['5', '2', '4'])
(6165, 'idiomatic', ['4', '2', '3'])
(12724, 'toast', ['12', '2', '3'])
(11782, 'sport', ['11', '2', '5'])
(11782, 'sport', ['4', '2', '5'])
(10393, 'remembering', ['5', '2', '4'])
(10586, 'retirement', ['6', '0', '3'])
(12327, 'swift', ['11', '3', '5'])
(1631, 'bursary', ['4', '4', '5'])
(4771, 'fee', ['4', '12', '23'])
(4771, 'fee', ['4', '12', '23'])
(13003, 'tuition', ['6', '0', '3'])
(9389, 'pole', ['5', '2', '5'])
(11652, 'sortie', ['10', '2', '6'])
(13816, 'weld', ['5', '3', '3'])
(6531, 'infuse', ['7', '2', '5'])
(11419, 'skid', ['5', '2', '4'])
(5928, 'hight', ['5', '2', '4'])
(5928, 'hight', ['7', '2', '4'])
(808, 'assortment', ['2', '5', '14'])
(11194, 'shading', ['1', '3', '5'])
(11753, 'spit', ['6', '0', '3'])
(9074, 'perennial', ['4', '3', '5'])
(8436, 'nutmeg', ['10', '2', '5'])
(8436, 'nutmeg', ['3', '2', '5'])
(12605, 'thief', ['1', '3', '5'])
(8111, 'mountainous', ['3', '3', '4'])
(8062, 'morality', ['11', '2', '4'])
(3915, 'drawing', ['6', '0', '4'])
(1309, 'blinded', ['1', '2', '4'])
(13982, 'wrapping', ['8', '2', '5'])
(3053, 'cushion', ['11', '3', '4'])
(10677, 'rigorous', ['10', '3', '3'])
(929, 'avarice', ['1', '2', '5'])
(7195, 'left', ['6', '0', '3'])
(89, 'accompaniment', ['6', '0', '5'])
(3647, 'discuss', ['4', '2', '4'])
(12849, 'transcription', ['11', '2', '5'])
(12849, 'transcription', ['2', '2', '5'])
(4593, 'exponent', ['5', '2', '3'])
(7123, 'lateral', ['2', '2', '5'])
(5892, 'heretofore', ['2', '3', '6'])
(4463, 'evil', ['1', '4', '5'])
(8651, 'orderly', ['5', '2', '5'])
(5886, 'herd', ['3', '5', '5'])
(10038, 'radiation', ['6', '0', '3'])
(11209, 'shameful', ['6', '0', '3'])
(4202, 'employ', ['4', '5', '18'])
(7128, 'latitude', ['5', '2', '4'])
(7128, 'latitude', ['9', '2', '4'])
(11323, 'sic', ['5', '2', '3'])
(2653, 'contemptible', ['6', '0', '3'])
(10627, 'revival', ['6', '0', '3'])
(10274, 'refractory', ['5', '2', '5'])
(3165, 'debit', ['6', '0', '5'])
(8808, 'page', ['11', '16', '24'])
(13690, 'vowel', ['1', '3', '5'])
(13124, 'uncle', ['2', '2', '4'])
(3747, 'dissident', ['6', '0', '3'])
(1475, 'bran', ['3', '3', '4'])
(646, 'apprehend', ['6', '0', '3'])
(2698, 'conundrum', ['9', '2', '4'])
(8752, 'overhanging', ['2', '2', '5'])
(9481, 'potent', ['1', '2', '4'])
(7205, 'legibility', ['1', '2', '4'])
(2887, 'crap', ['3', '3', '4'])
(11381, 'singular', ['6', '0', '3'])
(2488, 'concordance', ['4', '2', '7'])
(10133, 'real', ['11', '2', '3'])
(1243, 'billy', ['3', '3', '7'])
(1063, 'barrel', ['3', '4', '4'])
(12612, 'thirds', ['6', '0', '4'])
(9009, 'peat', ['4', '2', '5'])
(9009, 'peat', ['3', '2', '5'])
(6003, 'hood', ['1', '3', '5'])
(7002, 'killing', ['10', '3', '4'])
(10480, 'repute', ['5', '2', '5'])
(10480, 'repute', ['4', '2', '5'])
(9350, 'plum', ['9', '3', '3'])
(13860, 'whoop', ['12', '3', '3'])
(1015, 'balmy', ['6', '0', '4'])
(3819, 'dizzy', ['6', '0', '3'])
(917, 'auto', ['10', '3', '5'])
(4871, 'finish', ['4', '2', '4'])
(5711, 'hamper', ['3', '3', '5'])
(6286, 'imposition', ['1', '2', '5'])
(6286, 'imposition', ['10', '2', '5'])
(11944, 'stifling', ['10', '4', '5'])
(1908, 'cemetery', ['1', '2', '4'])
(5697, 'hall', ['11', '2', '5'])
(5697, 'hall', ['5', '2', '5'])
(3219, 'defamatory', ['1', '2', '5'])
(1617, 'burial', ['1', '5', '5'])
(7634, 'marked', ['1', '2', '4'])
(5388, 'giant', ['6', '0', '4'])
(6864, 'iterative', ['4', '2', '4'])
(10623, 'reviewer', ['6', '0', '4'])
(5184, 'frigate', ['5', '2', '5'])
(9601, 'presentment', ['6', '0', '3'])
(8823, 'painting', ['7', '2', '3'])
(1795, 'careful', ['12', '4', '5'])
(1196, 'bereft', ['5', '2', '4'])
(9489, 'poultry', ['12', '2', '3'])
(7517, 'madden', ['10', '3', '5'])
(4576, 'expert', ['9', '2', '5'])
(3607, 'discerning', ['6', '0', '3'])
(6882, 'japan', ['6', '0', '4'])
(7600, 'manifestly', ['6', '0', '5'])
(6172, 'idolatry', ['9', '2', '3'])
(2544, 'confluence', ['2', '2', '4'])
(1755, 'canvass', ['5', '2', '3'])
(7342, 'listen', ['5', '2', '4'])
(12505, 'tempting', ['9', '2', '3'])
(11083, 'seer', ['1', '5', '25'])
(11083, 'seer', ['5', '5', '25'])
(7981, 'mocking', ['1', '3', '4'])
(1984, 'charitable', ['6', '0', '1'])
(1223, 'bicycle', ['6', '0', '3'])
(7406, 'loin', ['8', '2', '4'])
(10404, 'remote', ['5', '4', '5'])
(13396, 'unwitting', ['5', '3', '5'])
(2397, 'compendium', ['6', '0', '3'])
(11047, 'seclusion', ['9', '2', '4'])
(144, 'acrobat', ['7', '3', '6'])
(1801, 'cargo', ['3', '3', '5'])
(2045, 'china', ['6', '0', '4'])
(7988, 'moderately', ['6', '0', '3'])
(9902, 'puncture', ['10', '4', '5'])
(2114, 'citadel', ['5', '3', '5'])
(9935, 'pursuing', ['4', '2', '5'])
(3873, 'dose', ['6', '0', '4'])
(6667, 'intact', ['11', '2', '4'])
(2677, 'contour', ['1', '3', '3'])
(4848, 'fillet', ['6', '0', '3'])
(2658, 'contentious', ['6', '0', '5'])
(5023, 'follicle', ['8', '2', '5'])
(6524, 'information', ['11', '2', '5'])
(6524, 'information', ['12', '2', '5'])
(1584, 'bulge', ['3', '2', '4'])
(10936, 'scaly', ['6', '0', '5'])
(10274, 'refractory', ['1', '2', '3'])
(6108, 'hurricane', ['6', '0', '3'])
(1254, 'biography', ['11', '2', '5'])
(4968, 'flock', ['11', '3', '4'])
(8199, 'myth', ['9', '2', '4'])
(6301, 'impromptu', ['7', '3', '5'])
(12177, 'suite', ['6', '0', '4'])
(5697, 'hall', ['11', '3', '11'])
(5697, 'hall', ['5', '3', '11'])
(11647, 'sorority', ['8', '2', '5'])
(7865, 'mighty', ['6', '0', '2'])
(9093, 'perish', ['1', '4', '5'])
(12769, 'tornado', ['5', '3', '5'])
(11056, 'secretive', ['5', '2', '5'])
(13420, 'urgency', ['10', '3', '5'])
(7727, 'mechanical', ['1', '2', '4'])
(7727, 'mechanical', ['5', '2', '4'])
(10389, 'remedial', ['4', '2', '5'])
(13068, 'ulcer', ['6', '0', '4'])
(12166, 'suffix', ['6', '0', '4'])
(11269, 'shoe', ['11', '2', '5'])
(11269, 'shoe', ['5', '2', '5'])
(1231, 'bigot', ['1', '3', '4'])
(6048, 'hostility', ['1', '4', '5'])
(4658, 'facilitate', ['2', '2', '4'])
(3126, 'darling', ['8', '2', '3'])
(7014, 'king', ['6', '0', '4'])
(10729, 'roller', ['5', '3', '3'])
(11809, 'squall', ['2', '2', '5'])
(11583, 'sob', ['2', '2', '5'])
(11659, 'soundness', ['6', '0', '1'])
(3949, 'drown', ['6', '0', '4'])
(6456, 'industry', ['5', '4', '4'])
(9314, 'player', ['2', '2', '3'])
(3818, 'dizziness', ['6', '0', '5'])
(10509, 'resign', ['1', '2', '6'])
(1233, 'bike', ['2', '2', '5'])
(2387, 'comparison', ['2', '3', '6'])
(4582, 'explain', ['1', '2', '5'])
(8447, 'oatmeal', ['3', '4', '5'])
(13801, 'weeds', ['4', '4', '5'])
(8281, 'negotiate', ['6', '0', '3'])
(12068, 'stunt', ['5', '2', '4'])
(13689, 'vow', ['6', '0', '3'])
(1773, 'captain', ['10', '4', '5'])
(12634, 'threatening', ['1', '2', '4'])
(13780, 'weakly', ['3', '2', '5'])
(7952, 'missile', ['7', '2', '5'])
(4915, 'flagrant', ['3', '2', '4'])
(3982, 'dump', ['5', '2', '5'])
(3982, 'dump', ['3', '2', '5'])
(11125, 'sentient', ['6', '0', '3'])
(9306, 'plated', ['12', '3', '4'])
(9027, 'peer', ['4', '2', '5'])
(9027, 'peer', ['2', '2', '5'])
(8826, 'pal', ['4', '2', '4'])
(5783, 'haunt', ['1', '4', '5'])
(2527, 'confident', ['6', '0', '5'])
(7535, 'magnificent', ['6', '0', '5'])
(3719, 'disposal', ['12', '2', '3'])
(1549, 'brother', ['2', '2', '4'])
(8113, 'mournful', ['1', '2', '5'])
(8113, 'mournful', ['5', '2', '5'])
(2515, 'conduit', ['6', '0', '4'])
(3932, 'drill', ['5', '3', '4'])
(12467, 'tease', ['8', '2', '4'])
(345, 'airs', ['11', '2', '9'])
(345, 'airs', ['7', '2', '9'])
(2472, 'conception', ['11', '2', '4'])
(7533, 'magnetite', ['5', '2', '4'])
(10298, 'regent', ['9', '3', '6'])
(2327, 'comet', ['6', '0', '4'])
(12510, 'tenancy', ['6', '0', '4'])
(2504, 'conditional', ['5', '2', '4'])
(11787, 'spotless', ['11', '2', '5'])
(11878, 'stately', ['10', '2', '3'])
(2033, 'chief', ['6', '0', '3'])
(1917, 'central', ['6', '0', '3'])
(5531, 'granule', ['11', '3', '5'])
(12259, 'surmise', ['5', '2', '5'])
(4934, 'flashy', ['10', '2', '4'])
(4934, 'flashy', ['12', '2', '4'])
(9952, 'pyramid', ['6', '0', '3'])
(8462, 'obligation', ['5', '2', '4'])
(2282, 'collateral', ['2', '2', '3'])
(2011, 'cheeks', ['8', '2', '3'])
(2556, 'conglomerate', ['3', '2', '4'])
(2617, 'constantly', ['9', '2', '5'])
(2617, 'constantly', ['7', '2', '5'])
(13132, 'unconnected', ['1', '2', '5'])
(9262, 'pirate', ['1', '3', '5'])
(3677, 'disintegration', ['5', '2', '5'])
(13895, 'winding', ['5', '2', '5'])
(10864, 'salutary', ['6', '0', '1'])
(8260, 'necessitate', ['1', '2', '4'])
(2927, 'crevice', ['3', '2', '5'])
(2927, 'crevice', ['3', '2', '5'])
(13132, 'unconnected', ['1', '2', '5'])
(5350, 'generality', ['1', '3', '5'])
(906, 'authentic', ['4', '2', '3'])
(12524, 'tension', ['1', '2', '4'])
(12559, 'testimonial', ['2', '3', '4'])
(5850, 'hegemonic', ['5', '2', '4'])
(8120, 'movable', ['2', '2', '4'])
(8067, 'morbidity', ['1', '4', '5'])
(4549, 'expanded', ['11', '2', '4'])
(6483, 'infanticide', ['1', '3', '3'])
(98, 'accordion', ['1', '2', '3'])
(2192, 'clog', ['3', '3', '5'])
(2629, 'constraint', ['9', '2', '4'])
(10347, 'rejoicing', ['6', '0', '2'])
(382, 'allay', ['11', '2', '12'])
(382, 'allay', ['5', '2', '12'])
(382, 'allay', ['4', '2', '12'])
