"id";"word";"count"
3628;"discord";10
3629;"discount";55
3630;"discounted";3
3631;"discourage";34
3632;"discouraged";3
3633;"discouragement";9
3634;"discourse";8
3635;"discover";7
3636;"discovery";9
3637;"discredit";10
3638;"discreet";8
3639;"discrepancy";9
3640;"discrete";7
3641;"discretion";29
3642;"discretionary";8
3643;"discriminate";8
3644;"discriminating";3
3645;"discrimination";34
3646;"discus";9
3647;"discuss";31
3648;"discussion";15
3649;"disdain";9
3650;"disease";4
3651;"diseased";3
3652;"disembodied";4
3653;"disengage";5
3654;"disengagement";9
3655;"disfigured";4
3656;"disgrace";9
3657;"disgraced";5
3658;"disgraceful";13
3659;"disgruntled";8
3660;"disguise";9
3661;"disguised";5
3662;"disgust";76
3663;"disgusting";63
3664;"dish";10
3665;"disheartened";4
3666;"disheartening";4
3667;"dishonest";9
3668;"dishonesty";6
3669;"dishonor";60
3670;"disillusionment";3
3671;"disinfect";4
3672;"disinfectant";8
3673;"disinfection";8
3674;"disinformation";5
3675;"disingenuous";10
3676;"disintegrate";13
3677;"disintegration";13
3678;"disinterested";4
3679;"disjoint";5
3680;"disjointed";5
3681;"disjunctive";9
3682;"disk";8
3683;"diskette";5
3684;"dislike";56
3685;"disliked";10
3686;"dislocated";4
3687;"dislocation";9
3688;"dislodge";9
3689;"dismal";4
3690;"dismay";7
3691;"dismemberment";4
3692;"dismiss";5
3693;"dismissal";7
3694;"dismount";7
3695;"disobedience";11
3696;"disobedient";5
3697;"disobey";10
3698;"disorder";38
3699;"disorderly";12
3700;"disorganized";4
3701;"disparage";52
3702;"disparaging";14
3703;"disparate";13
3704;"disparity";50
3705;"dispassionate";5
3706;"dispatch";6
3707;"dispel";41
3708;"dispensation";3
3709;"dispense";35
3710;"disperse";5
3711;"dispersed";3
3712;"dispersion";9
3713;"displace";16
3714;"displaced";5
3715;"displacement";10
3716;"display";13
3717;"displeased";5
3718;"displeasure";5
3719;"disposal";3
3720;"dispose";11
3721;"disposed";9
3722;"disposition";5
3723;"dispossessed";4
3724;"disprove";5
3725;"dispute";5
3726;"disqualification";5
3727;"disqualified";16
3728;"disqualify";5
3729;"disregard";5
3730;"disregarded";4
3731;"disreputable";10
3732;"disrepute";5
3733;"disrespect";10
3734;"disrespectful";5
3735;"disruption";13
3736;"dissatisfaction";5
3737;"dissatisfied";4
3738;"dissect";14
3739;"dissection";10
3740;"disseminate";8
3741;"dissemination";4
3742;"dissension";13
3743;"dissent";4
3744;"dissenting";4
3745;"dissertation";5
3746;"disservice";9
3747;"dissident";12
3748;"dissimilar";15
3749;"dissipate";5
3750;"dissipated";3
3751;"dissociation";4
3752;"dissolution";9
3753;"dissolve";10
3754;"dissonance";11
3755;"dissuade";7
3756;"distal";4
3757;"distance";5
3758;"distant";4
3759;"distaste";6
3760;"distasteful";5
3761;"distillate";8
3762;"distillation";4
3763;"distinction";32
3764;"distinctive";7
3765;"distinguish";8
3766;"distinguishable";5
3767;"distinguished";3
3768;"distinguishing";3
3769;"distorted";5
3770;"distortion";5
3771;"distract";5
3772;"distracted";22
3773;"distraction";10
3774;"distraught";10
3775;"distress";62
3776;"distressed";10
3777;"distressing";5
3778;"distribute";24
3779;"distribution";9
3780;"district";8
3781;"distrust";14
3782;"disturbance";28
3783;"disturbed";6
3784;"disuse";12
3785;"disused";14
3786;"ditch";4
3787;"ditto";6
3788;"ditty";6
3789;"divan";62
3790;"dive";8
3791;"diver";4
3792;"diverge";10
3793;"divergence";9
3794;"divergent";8
3795;"diverging";3
3796;"divers";7
3797;"diverse";7
3798;"diversified";7
3799;"diversify";4
3800;"diversion";12
3801;"diversity";12
3802;"divert";55
3803;"diverting";4
3804;"divest";9
3805;"divested";5
3806;"divestment";5
3807;"divide";5
3808;"divided";3
3809;"dividend";12
3810;"divination";8
3811;"divine";10
3812;"divinity";3
3813;"divisible";8
3814;"division";5
3815;"divisor";4
3816;"divorce";9
3817;"divulge";3
3818;"dizziness";4
3819;"dizzy";6
3820;"docile";8
3821;"dock";11
3822;"docked";3
3823;"docket";45
3824;"doctor";5
3825;"doctrinal";7
3826;"doctrine";9
3827;"document";10
3828;"documentary";4
3829;"dodge";11
3830;"dodging";3
3831;"doe";12
3832;"doer";3
3833;"dog";7
3834;"dogged";11
3835;"dogma";5
3836;"dogmatic";7
3837;"doings";8
3838;"doit";4
3839;"doldrums";3
3840;"dole";16
3841;"doll";11
3842;"dollar";8
3843;"dolor";5
3844;"dolphin";3
3845;"domain";10
3846;"dome";9
3847;"domestic";4
3848;"domesticated";8
3849;"domestication";5
3850;"domicile";3
3851;"domiciled";9
3852;"dominance";3
3853;"dominant";8
3854;"dominate";9
3855;"dominating";6
3856;"domination";8
3857;"dominion";9
3858;"domino";6
3859;"don";36
3860;"donation";11
3861;"donkey";9
3862;"donor";3
3863;"doodle";4
3864;"doom";7
3865;"doomed";5
3866;"doomsday";9
3867;"door";9
3868;"doorbell";5
3869;"doorway";5
3870;"dormant";9
3871;"dormitory";6
3872;"dorsal";7
3873;"dose";76
3874;"dot";15
3875;"double";5
3876;"doubled";5
3877;"doublet";3
3878;"doubling";8
3879;"doubt";36
3880;"doubtful";10
3881;"doubting";3
3882;"doubtless";7
3883;"douche";4
3884;"dough";8
3885;"doughnut";3
3886;"dour";4
3887;"dove";6
3888;"downcast";4
3889;"downfall";64
3890;"downhill";5
3891;"downpour";5
3892;"downright";4
3893;"downy";8
3894;"dowry";3
3895;"doze";6
3896;"dozen";3
3897;"drab";9
3898;"draft";9
3899;"drag";4
3900;"dragon";13
3901;"drain";10
3902;"drainage";46
3903;"drained";4
3904;"drake";3
3905;"drama";9
3906;"dramatic";8
3907;"drape";5
3908;"drapery";6
3909;"drastic";3
3910;"draught";3
3911;"draw";6
3912;"drawback";21
3913;"drawer";10
3914;"drawers";3
3915;"drawing";28
3916;"dread";3
3917;"dreadful";40
3918;"dreadfully";3
3919;"dream";4
3920;"dreamer";3
3921;"dreaming";3
3922;"dreamy";4
3923;"dreary";9
3924;"dredge";8
3925;"drenched";3
3926;"dresser";8
3927;"dribble";7
3928;"dried";3
3929;"drier";6
3930;"drift";4
3931;"drifted";4
3932;"drill";34
3933;"drink";14
3934;"drinking";10
3935;"drip";4
3936;"dripping";5
3937;"drivel";13
3938;"driver";10
3939;"driveway";4
3940;"drizzle";3
3941;"droll";3
3942;"drone";17
3943;"drool";5
3944;"drooping";11
3945;"drop";9
3946;"droplet";6
3947;"drought";10
3948;"drove";7
3949;"drown";36
3950;"drowsiness";14
3951;"drowsy";13
3952;"drudgery";4
3953;"drug";4
3954;"drugged";4
3955;"drugstore";7
3956;"druid";3
3957;"drum";7
3958;"drummer";3
3959;"drumming";8
3960;"drunken";4
3961;"drunkenness";5
3962;"dry";8
3963;"dryness";4
3964;"dual";5
3965;"dualism";8
3966;"duality";4
3967;"dub";3
3968;"dubious";4
3969;"ducking";5
3970;"duct";6
3971;"ductile";42
3972;"duds";3
3973;"due";9
3974;"duel";4
3975;"dues";6
3976;"duet";3
3977;"dugout";5
3978;"duke";10
3979;"dull";4
3980;"dumb";9
3981;"dummy";9
3982;"dump";5
3983;"dumps";6
3984;"dun";4
3985;"dune";4
3986;"dung";6
3987;"dungeon";9
3988;"duo";3
3989;"dupe";10
3990;"duplex";10
3991;"duplicate";9
3992;"duplication";9
3993;"duplicity";8
3994;"durability";8
3995;"durable";9
3996;"duration";9
3997;"duress";10
3998;"dusk";14
3999;"dusky";9
4000;"dust";8
4001;"duster";3
4002;"dusty";10
4003;"dutiful";3
4004;"dwarf";60
4005;"dwarfed";4
4006;"dwell";13
4007;"dweller";6
4008;"dwelling";3
4009;"dye";13
4010;"dying";4
4011;"dyke";5
4012;"dynamic";5
4013;"dynamical";4
4014;"dynamics";7
4015;"dynamite";8
4016;"dynasty";3
4017;"dysentery";4
4018;"dyspepsia";3
4019;"eager";18
4020;"eagerness";28
4021;"eagle";30
4022;"ear";3
4023;"earl";6
4024;"earlier";3
4025;"early";4
4026;"earn";3
4027;"earnest";6
4028;"earnestly";3
4029;"earnestness";4
4030;"earnings";3
4031;"earring";3
4032;"earshot";12
4033;"earth";26
4034;"earthenware";6
4035;"earthly";7
4036;"earthquake";7
4037;"earthy";3
4038;"ease";7
4039;"easel";10
4040;"easement";7
4041;"easily";3
4042;"easy";3
4043;"easygoing";3
4044;"eat";28
4045;"eating";8
4046;"eavesdropping";10
4047;"ebb";7
4048;"ebony";6
4049;"eccentric";3
4050;"eccentricity";4
4051;"ecclesiastical";7
4052;"echo";10
4053;"eclectic";3
4054;"eclipse";4
4055;"ecliptic";7
4056;"economical";3
4057;"economics";4
4058;"economy";14
4059;"ecstasy";10
4060;"ecstatic";11
4061;"ecumenical";4
4062;"eddy";8
4063;"edge";7
4064;"edging";10
4065;"edible";5
4066;"edict";6
4067;"edification";47
4068;"edit";5
4069;"edition";3
4070;"editorial";5
4071;"educate";4
4072;"educated";4
4073;"education";4
4074;"educational";10
4075;"eel";4
4076;"effect";8
4077;"effective";36
4078;"effects";3
4079;"effectual";7
4080;"effectually";6
4081;"effectuate";4
4082;"effeminate";12
4083;"efficacious";4
4084;"efficacy";7
4085;"efficiency";9
4086;"efficient";36
4087;"effigy";10
4088;"effort";9
4089;"effusion";8
4090;"egg";7
4091;"ego";4
4092;"egotistical";10
4093;"egregious";14
4094;"egress";9
4095;"eighth";3
4096;"eighty";5
4097;"ejaculate";5
4098;"ejaculation";4
4099;"eject";9
4100;"ejection";13
4101;"elaborate";11
4102;"elaboration";8
4103;"elan";5
4104;"elapse";8
4105;"elapsed";4
4106;"elastic";4
4107;"elasticity";4
4108;"elated";55
4109;"elbow";32
4110;"eld";4
4111;"elder";12
4112;"elderly";3
4113;"elders";8
4114;"eldest";10
4115;"elect";9
4116;"election";3
4117;"elector";3
4118;"electorate";11
4119;"electric";5
4120;"electricity";8
4121;"elegance";8
4122;"elegant";12
4123;"element";82
4124;"elementary";3
4125;"elements";5
4126;"elephant";9
4127;"elevate";9
4128;"elevation";6
4129;"elevator";3
4130;"eleven";4
4131;"eleventh";5
4132;"elf";32
4133;"elicit";17
4134;"eligible";4
4135;"elimination";34
4136;"elite";36
4137;"elk";3
4138;"ell";5
4139;"ellipse";3
4140;"ellipsis";6
4141;"ellipsoid";9
4142;"elliptic";4
4143;"elliptical";10
4144;"elongate";4
4145;"elongation";4
4146;"eloquence";7
4147;"eloquent";8
4148;"elucidate";4
4149;"elucidation";4
4150;"elude";5
4151;"elusive";13
4152;"emaciated";12
4153;"emanate";9
4154;"emancipation";8
4155;"embankment";7
4156;"embargo";7
4157;"embark";3
4158;"embarrass";5
4159;"embarrassing";5
4160;"embarrassment";11
4161;"embassy";10
4162;"embed";5
4163;"embellish";4
4164;"embellishment";5
4165;"embers";4
4166;"embezzlement";5
4167;"emblem";6
4168;"emblematic";5
4169;"embodiment";10
4170;"embolism";8
4171;"embossed";6
4172;"embrace";5
4173;"embroidered";4
4174;"embroidery";9
4175;"embroiled";4
4176;"embryo";4
4177;"embryonic";8
4178;"emerald";7
4179;"emerge";3
4180;"emergence";3
4181;"emergency";10
4182;"emeritus";10
4183;"emigrate";4
4184;"emigration";8
4185;"eminence";11
4186;"eminent";9
4187;"eminently";6
4188;"emir";8
4189;"emission";4
4190;"emit";9
4191;"emotion";3
4192;"emotional";3
4193;"emotive";4
4194;"empathy";6
4195;"emperor";5
4196;"emphasis";9
4197;"emphasize";4
4198;"emphatic";9
4199;"empire";3
4200;"empirical";5
4201;"empiricism";3
4202;"employ";68
4203;"employer";7
4204;"employment";7
4205;"emporium";6
4206;"empower";12
4207;"empress";4
4208;"emptiness";10
4209;"emption";3
4210;"empty";10
4211;"emulate";15
4212;"emulsion";5
4213;"enable";4
4214;"enablement";3
4215;"enact";8
4216;"enactment";7
4217;"enamel";4
4218;"encampment";8
4219;"enchant";7
4220;"enchanted";3
4221;"enchanting";18
4222;"enchantment";6
4223;"encircle";12
4224;"encircling";4
4225;"enclave";9
4226;"enclose";3
4227;"encode";5
4228;"encompass";5
4229;"encore";3
4230;"encounter";5
4231;"encourage";10
4232;"encouragement";3
4233;"encroach";3
4234;"encroachment";7
4235;"encrypt";5
4236;"encumbrance";4
4237;"encyclopedia";7
4238;"end";4
4239;"endanger";4
4240;"endangered";5
4241;"endeavor";13
4242;"ended";3
4243;"endemic";7
4244;"ending";4
4245;"endless";43
4246;"endocarditis";3
4247;"endorsement";3
4248;"endow";4
4249;"endowed";5
4250;"endowment";22
4251;"endpoint";3
4252;"endurance";5
4253;"endure";4
4254;"enema";4
4255;"enemy";16
4256;"energetic";8
4257;"energy";4
4258;"enforce";32
4259;"enforcement";3
4260;"engage";3
4261;"engaged";3
4262;"engagement";12
4263;"engaging";3
4264;"engine";3
4265;"engineer";18
4266;"engineering";4
4267;"engrave";34
4268;"engraved";5
4269;"engraver";4
4270;"engraving";8
4271;"engrossed";9
4272;"engrossing";4
4273;"engulf";8
4274;"enhance";7
4275;"enigma";11
4276;"enigmatic";8
4277;"enjoin";3
4278;"enjoy";23
4279;"enjoying";6
4280;"enlarged";7
4281;"enlargement";32
4282;"enlighten";12
4283;"enlightenment";6
4284;"enlist";5
4285;"enliven";33
4286;"enmity";13
4287;"enormity";12
4288;"enormous";9
4289;"enormously";3
4290;"enrich";4
4291;"enroll";3
4292;"ensemble";3
4293;"ensign";9
4294;"enslave";3
4295;"enslaved";4
4296;"enslavement";3
4297;"ensue";16
4298;"ensure";4
4299;"entail";5
4300;"entangled";4
4301;"entanglement";8
4302;"enter";30
4303;"enterprise";5
4304;"enterprising";5
4305;"entertain";9
4306;"entertained";4
4307;"entertaining";3
4308;"entertainment";6
4309;"enthusiasm";7
4310;"enthusiast";9
4311;"entice";6
4312;"entire";12
4313;"entirety";9
4314;"entitle";5
4315;"entity";6
4316;"entomology";3
4317;"entrails";4
4318;"entrance";18
4319;"entreat";4
4320;"entree";9
4321;"entrepreneur";5
4322;"entrust";3
4323;"entry";10
4324;"enumerate";13
4325;"enumeration";4
4326;"envelope";39
4327;"envious";10
4328;"environ";4
4329;"environment";22
4330;"environs";7
4331;"envision";3
4332;"envoy";10
4333;"ephemeral";11
4334;"ephemeris";5
4335;"epic";6
4336;"epidemic";65
4337;"epidermis";3
4338;"epilepsy";3
4339;"epilogue";9
4340;"episcopal";4
4341;"episode";9
4342;"episodic";3
4343;"epistle";3
4344;"epitaph";5
4345;"epithet";5
4346;"epitome";8
4347;"epoch";11
4348;"equal";6
4349;"equality";6
4350;"equalization";4
4351;"equalize";9
4352;"equally";5
4353;"equate";4
4354;"equation";5
4355;"equator";9
4356;"equatorial";3
4357;"equestrian";4
4358;"equidistant";10
4359;"equilibration";3
4360;"equilibrium";4
4361;"equip";5
4362;"equipment";13
4363;"equitable";3
4364;"equity";9
4365;"equivalence";3
4366;"equivalent";32
4367;"equivocal";9
4368;"era";10
4369;"eradicate";9
4370;"eradication";7
4371;"erase";9
4372;"erasure";3
4373;"ere";3
4374;"erect";3
4375;"erection";3
4376;"ergo";4
4377;"erode";7
4378;"erosion";4
4379;"erotic";7
4380;"err";10
4381;"errand";13
4382;"errant";8
4383;"erratic";56
4384;"erratum";10
4385;"erroneous";5
4386;"error";36
4387;"erst";5
4388;"erudite";4
4389;"erupt";3
4390;"eruption";8
4391;"escalade";8
4392;"escalate";4
4393;"escalator";4
4394;"escape";9
4395;"escaped";9
4396;"escarpment";7
4397;"eschew";9
4398;"escort";11
4399;"esoteric";7
4400;"especial";3
4401;"espionage";10
4402;"espouse";5
4403;"esprit";4
4404;"essay";15
4405;"essayist";5
4406;"essence";6
4407;"essential";5
4408;"essentially";7
4409;"establish";12
4410;"established";11
4411;"establishment";11
4412;"estate";9
4413;"esteem";8
4414;"esthetic";4
4415;"estimate";6
4416;"estimation";3
4417;"estoppel";9
4418;"estranged";10
4419;"estrogen";3
4420;"estuary";4
4421;"etch";8
4422;"etching";7
4423;"eternal";4
4424;"eternity";3
4425;"ethanol";5
4426;"ether";32
4427;"ethereal";3
4428;"ethical";5
4429;"ethics";6
4430;"ethnography";7
4431;"etiology";13
4432;"etiquette";3
4433;"etymology";3
4434;"euchre";7
4435;"eugenics";3
4436;"eulogy";3
4437;"euphemism";3
4438;"euthanasia";6
4439;"evacuate";10
4440;"evacuation";9
4441;"evade";36
4442;"evaluate";3
4443;"evanescence";4
4444;"evangelical";7
4445;"evangelist";3
4446;"evangelistic";3
4447;"evaporation";5
4448;"evasion";7
4449;"eve";5
4450;"evening";4
4451;"event";9
4452;"eventful";12
4453;"eventual";4
4454;"eventuality";9
4455;"evergreen";26
4456;"everlasting";3
4457;"evermore";3
4458;"everyday";10
4459;"evict";3
4460;"eviction";9
4461;"evidence";8
4462;"evident";13
4463;"evil";34
4464;"evoke";5
4465;"evolution";4
4466;"evolve";4
4467;"ewe";10
4468;"exacerbate";26
4469;"exacerbation";8
4470;"exacting";8
4471;"exaggerate";5
4472;"exaggerated";10
4473;"exaggeration";5
4474;"exalt";25
4475;"exaltation";3
4476;"exalted";3
4477;"exam";6
4478;"examination";9
4479;"examine";10
4480;"examiner";7
4481;"exasperation";8
4482;"excavate";3
4483;"excavation";4
4484;"excavator";3
4485;"exceed";98
4486;"exceeding";5
4487;"excel";7
4488;"excellence";11
4489;"excellent";8
4490;"excepting";3
4491;"exception";9
4492;"excerpt";5
4493;"excess";42
4494;"excessive";10
4495;"excessively";6
4496;"exchange";8
4497;"excise";4
4498;"excitability";5
4499;"excitable";10
4500;"excitation";6
4501;"excite";54
4502;"excitement";3
4503;"exclaim";3
4504;"excluded";10
4505;"excluding";7
4506;"exclusion";18
4507;"excrement";9
4508;"excretion";6
4509;"excruciating";6
4510;"excursion";6
4511;"excuse";18
4512;"execute";4
4513;"execution";9
4514;"executioner";11
4515;"executive";10
4516;"executor";3
4517;"exegesis";5
4518;"exemplar";4
4519;"exemplary";3
4520;"exemplify";5
4521;"exempt";3
4522;"exemption";20
4523;"exercise";4
4524;"exert";9
4525;"exertion";14
4526;"exhale";8
4527;"exhaust";10
4528;"exhausted";11
4529;"exhaustion";9
4530;"exhaustive";8
4531;"exhibit";36
4532;"exhibition";9
4533;"exhilaration";4
4534;"exhort";4
4535;"exhortation";4
4536;"exigent";11
4537;"exile";104
4538;"exist";4
4539;"existence";8
4540;"existent";6
4541;"existing";9
4542;"exit";15
4543;"exodus";10
4544;"exorbitant";5
4545;"exorcism";6
4546;"exorcist";10
4547;"exotic";7
4548;"expand";33
4549;"expanded";4
4550;"expanse";8
4551;"expansion";9
4552;"expansive";5
4553;"expatriate";4
4554;"expect";3
4555;"expectancy";4
4556;"expectant";5
4557;"expectation";4
4558;"expected";7
4559;"expecting";4
4560;"expediency";3
4561;"expedient";20
4562;"expedite";8
4563;"expedition";36
4564;"expeditious";6
4565;"expel";13
4566;"expenditure";9
4567;"expense";3
4568;"expenses";6
4569;"expensive";4
4570;"experience";5
4571;"experienced";4
4572;"experiences";3
4573;"experiment";9
4574;"experimental";13
4575;"experimenter";4
4576;"expert";9
4577;"expertise";3
4578;"expiration";7
4579;"expire";12
4580;"expired";5
4581;"expiry";5
4582;"explain";52
4583;"explanation";7
4584;"explanatory";8
4585;"expletive";3
4586;"explication";4
4587;"explode";30
4588;"exploit";3
4589;"explore";7
4590;"explorer";6
4591;"explosion";8
4592;"explosive";14
4593;"exponent";32
4594;"exponential";5
4595;"export";12
4596;"exportation";11
4597;"expose";9
4598;"exposed";10
4599;"exposition";8
4600;"expository";10
4601;"exposure";10
4602;"expound";4
4603;"express";5
4604;"expression";8
4605;"expressive";20
4606;"expropriation";4
4607;"expulsion";12
4608;"exquisite";22
4609;"exquisitely";4
4610;"extant";10
4611;"extend";11
4612;"extendable";4
4613;"extended";7
4614;"extension";5
4615;"extensive";9
4616;"extent";4
4617;"exterior";8
4618;"exterminate";4
4619;"extermination";9
4620;"external";5
4621;"externally";4
4622;"extinct";15
4623;"extinguish";7
4624;"extra";8
4625;"extract";5
4626;"extracting";6
4627;"extraction";8
4628;"extractor";4
4629;"extradition";12
4630;"extrajudicial";6
4631;"extramural";5
4632;"extraneous";13
4633;"extraordinary";7
4634;"extravaganza";6
4635;"extreme";5
4636;"extremely";6
4637;"extremity";13
4638;"extricate";28
4639;"extrinsic";8
4640;"extrusion";10
4641;"exuberance";4
4642;"exude";4
4643;"eye";8
4644;"eyeglass";6
4645;"eyelet";5
4646;"eyepiece";7
4647;"eyesight";4
4648;"eyewitness";10
4649;"fable";24
4650;"fabric";26
4651;"fabricate";5
4652;"fabricated";4
4653;"fabrication";9
4654;"facade";8
4655;"face";8
4656;"facet";4
4657;"facile";3
4658;"facilitate";4
4659;"facility";9
4660;"facing";10
4661;"facsimile";31
4662;"fact";26
4663;"faction";9
4664;"factor";4
4665;"factory";4
4666;"facts";3
4667;"faculties";4
4668;"faculty";12
4669;"fad";8
4670;"fade";3
4671;"faded";3
4672;"faeces";10
4673;"failing";12
4674;"failure";9
4675;"fain";7
4676;"fainting";4
4677;"fair";6
4678;"fairly";3
4679;"fairway";5
4680;"fairy";8
4681;"faith";17
4682;"faithful";14
4683;"faithless";5
4684;"fake";54
4685;"fall";10
4686;"fallacious";4
4687;"fallacy";5
4688;"fallible";8
4689;"falling";9
4690;"fallow";30
4691;"falsehood";9
4692;"falsely";5
4693;"falsification";12
4694;"falsified";4
4695;"falsify";8
4696;"falsity";4
4697;"falter";8
4698;"fame";7
4699;"famed";5
4700;"familiar";8
4701;"familiarity";58
4702;"familiarize";4
4703;"famine";5
4704;"famous";8
4705;"famously";4
4706;"fan";4
4707;"fanatic";4
4708;"fanaticism";5
4709;"fanciful";4
4710;"fancy";3
4711;"fandango";9
4712;"fanfare";4
4713;"fang";4
4714;"fangs";12
4715;"fanning";4
4716;"fantasia";3
4717;"fantasy";3
4718;"farce";8
4719;"farcical";8
4720;"fare";8
4721;"farewell";4
4722;"farm";39
4723;"farmer";3
4724;"farmhouse";3
4725;"farming";3
4726;"farther";5
4727;"fascia";3
4728;"fascinating";6
4729;"fascination";4
4730;"fashion";3
4731;"fashionable";32
4732;"fasten";15
4733;"fastener";5
4734;"fastening";5
4735;"fasting";8
4736;"fat";32
4737;"fatal";4
4738;"fatality";9
4739;"fate";28
4740;"fated";4
4741;"father";11
4742;"fathom";12
4743;"fatigue";5
4744;"fatigued";10
4745;"fatty";4
4746;"fault";7
4747;"faultless";8
4748;"faulty";5
4749;"fauna";4
4750;"favor";4
4751;"favorable";21
4752;"favorite";13
4753;"favoritism";7
4754;"fawn";4
4755;"fear";13
4756;"fearful";10
4757;"fearfully";4
4758;"fearing";5
4759;"fearless";9
4760;"feasibility";8
4761;"feasible";9
4762;"feat";7
4763;"feather";8
4764;"feature";10
4765;"features";4
4766;"fecal";5
4767;"feces";4
4768;"fecundity";4
4769;"federal";9
4770;"federation";5
4771;"fee";75
4772;"feeble";10
4773;"feed";9
4774;"feeder";3
4775;"feel";9
4776;"feeling";7
4777;"feet";11
4778;"feigned";5
4779;"felicity";6
4780;"feline";12
4781;"fell";5
4782;"fellow";50
4783;"fellowship";4
4784;"felon";5
4785;"felony";5
4786;"felt";3
4787;"female";9
4788;"feminine";5
4789;"femininity";3
4790;"feminist";6
4791;"fen";5
4792;"fence";3
4793;"fenced";4
4794;"fend";4
4795;"fender";5
4796;"fennel";4
4797;"ferment";8
4798;"fermentation";10
4799;"fern";4
4800;"ferocious";10
4801;"ferocity";10
4802;"ferry";10
4803;"fertile";3
4804;"fertilize";3
4805;"fervent";3
4806;"fervor";33
4807;"festival";7
4808;"festive";5
4809;"fetch";32
4810;"fete";5
4811;"fetish";4
4812;"feud";5
4813;"feudal";5
4814;"feudalism";4
4815;"fever";14
4816;"feverish";27
4817;"fiancee";4
4818;"fiasco";5
4819;"fiat";3
4820;"fib";10
4821;"fiber";9
4822;"fibrous";4
4823;"fickle";6
4824;"fiction";4
4825;"fictitious";3
4826;"fiddle";6
4827;"fiddler";3
4828;"fidelity";21
4829;"fiduciary";4
4830;"field";7
4831;"fiend";5
4832;"fierce";74
4833;"fiesta";6
4834;"fight";13
4835;"fighter";5
4836;"fighting";5
4837;"figment";3
4838;"figurative";12
4839;"figure";5
4840;"figurine";5
4841;"filament";9
4842;"filamentous";5
4843;"file";9
4844;"filibuster";9
4845;"filigree";3
4846;"filings";3
4847;"fill";4
4848;"fillet";30
4849;"filling";4
4850;"filly";5
4851;"film";14
4852;"filmy";10
4853;"filter";4
4854;"filth";4
4855;"filthy";5
4856;"fin";4
4857;"final";9
4858;"finale";9
4859;"finality";10
4860;"finally";10
4861;"finance";10
4862;"financial";5
4863;"financier";9
4864;"finch";4
4865;"find";4
4866;"finding";3
4867;"finery";6
4868;"finesse";10
4869;"finger";9
4870;"fingerprint";5
4871;"finish";4
4872;"finite";3
4873;"fink";4
4874;"fire";4
4875;"firearms";4
4876;"fireball";5
4877;"firefly";4
4878;"fireman";4
4879;"fireplace";3
4880;"fireproof";7
4881;"fireside";4
4882;"firewood";4
4883;"firework";3
4884;"firing";8
4885;"firm";5
4886;"firmament";3
4887;"firmly";3
4888;"firmness";23
4889;"firstborn";4
4890;"fiscal";4
4891;"fish";8
4892;"fisherman";4
4893;"fishery";6
4894;"fishing";4
4895;"fishy";10
4896;"fissile";4
4897;"fission";3
4898;"fissure";9
4899;"fist";3
4900;"fistula";5
4901;"fitness";8
4902;"fits";4
4903;"fitted";5
4904;"fitting";7
4905;"fittings";3
4906;"fix";9
4907;"fixation";3
4908;"fixed";28
4909;"fixture";5
4910;"fixtures";5
4911;"fizz";4
4912;"flabby";6
4913;"flaccid";9
4914;"flagging";4
4915;"flagrant";53
4916;"flagship";4
4917;"flake";5
4918;"flaky";8
4919;"flame";4
4920;"flaming";4
4921;"flange";12
4922;"flank";8
4923;"flanked";5
4924;"flanking";5
4925;"flannel";5
4926;"flap";14
4927;"flapping";4
4928;"flare";3
4929;"flaring";3
4930;"flash";7
4931;"flashback";5
4932;"flashing";5
4933;"flashlight";4
4934;"flashy";11
4935;"flask";5
4936;"flat";9
4937;"flatness";9
4938;"flatten";9
4939;"flattering";3
4940;"flattery";7
4941;"flatulence";4
4942;"flaunt";9
4943;"flavor";6
4944;"flaw";8
4945;"flea";5
4946;"fled";4
4947;"flee";4
4948;"fleece";9
4949;"fleet";17
4950;"fleeting";3
4951;"flesh";11
4952;"fleshy";5
4953;"flex";9
4954;"flexibility";11
4955;"flexible";10
4956;"flexion";15
4957;"flicker";9
4958;"flickering";5
4959;"flier";6
4960;"flight";4
4961;"flinch";37
4962;"fling";8
4963;"flint";4
4964;"flipper";5
4965;"flirt";22
4966;"flirting";3
4967;"float";4
4968;"flock";10
4969;"flog";9
4970;"flood";8
4971;"floor";8
4972;"flop";5
4973;"flora";7
4974;"floral";3
4975;"florist";3
4976;"floss";5
4977;"flounder";10
4978;"flour";4
4979;"flow";8
4980;"flowery";9
4981;"flu";5
4982;"fluctuate";10
4983;"fluctuating";5
4984;"fluctuation";12
4985;"flue";24
4986;"fluency";3
4987;"fluff";3
4988;"fluffy";3
4989;"fluid";15
4990;"fluidity";5
4991;"fluke";4
4992;"fluorescence";7
4993;"fluorescent";5
4994;"flurry";32
4995;"flush";7
4996;"flustered";3
4997;"flute";9
4998;"fluted";8
4999;"fluvial";4
5000;"flux";30
5001;"fly";7
5002;"flying";7
5003;"flywheel";4
5004;"foal";3
5005;"foam";9
5006;"foaming";3
5007;"foamy";5
5008;"fob";4
5009;"focal";4
5010;"focus";8
5011;"fodder";3
5012;"foe";5
5013;"fog";3
5014;"foggy";5
5015;"foil";22
5016;"foiled";5
5017;"fold";4
5018;"folded";5
5019;"foliage";7
5020;"folio";5
5021;"folk";3
5022;"folklore";3
5023;"follicle";10
5024;"follicular";4
5025;"follow";5
5026;"follower";32
5027;"folly";9
5028;"fondling";4
