word,joy,sadness,fear,anger,trust,disgust,surprise,anticipation
readjustment,0,0,0,0,0,0,0,0
readjustment,0,0,1,1,0,0,1,0
desecration,0,0,0,0,0,0,0,0
desecration,0,3,1,3,0,3,2,0
desecration,0,3,2,3,1,3,2,0
desecration,0,0,0,0,0,0,0,0
desecration,0,0,1,2,0,2,0,0
bidding,0,0,0,0,0,0,0,0
bidding,0,0,0,0,0,0,0,2
bidding,1,1,1,2,1,0,0,0
bidding,0,0,0,0,1,0,0,0
bidding,0,0,0,0,3,0,0,3
bidding,0,0,0,0,0,0,0,0
physician,1,1,1,0,3,0,0,1
physician,0,0,0,0,1,0,0,0
physician,1,1,0,0,3,0,0,1
speculative,0,0,0,0,0,0,0,0
speculative,1,1,2,1,3,1,3,3
speculative,1,1,1,0,1,1,0,2
speculative,1,1,1,1,1,1,1,1
speculative,0,0,0,0,0,0,0,0
rhetorical,0,1,0,0,0,0,0,0
rhetorical,0,0,0,0,0,1,0,0
rhetorical,1,1,2,2,0,0,0,1
rhetorical,1,0,0,0,2,0,0,1
rhetorical,0,0,0,0,0,0,0,0
cavernous,0,0,0,0,0,0,0,0
cavernous,0,0,0,0,0,0,0,0
cavernous,0,0,0,0,0,0,0,0
cavernous,0,1,1,0,0,1,0,0
cavernous,0,0,0,0,0,0,0,0
gentry,0,0,0,0,1,1,0,0
gentry,0,0,0,1,2,1,0,0
gentry,0,0,1,0,2,1,0,0
gentry,0,0,0,0,0,0,0,0
gentry,0,0,1,0,2,0,0,0
candied,1,0,0,0,0,1,0,0
candied,0,0,0,0,0,0,0,1
candied,1,0,0,0,0,0,0,1
candied,0,0,0,0,0,0,0,0
unguarded,0,0,1,1,0,2,3,0
unguarded,0,1,2,1,2,3,1,3
unguarded,0,0,0,0,0,0,0,0
unguarded,0,0,1,0,0,0,0,0
unguarded,0,0,0,0,2,0,0,0
gridiron,0,0,0,0,0,0,0,1
gridiron,0,0,0,0,0,0,0,0
gridiron,0,0,0,0,0,0,0,0
pad,0,0,0,0,0,0,0,0
pad,0,0,0,0,0,0,0,0
pad,0,0,0,0,0,0,0,0
pad,0,0,0,0,0,0,0,0
thermometer,0,0,0,0,0,0,0,0
thermometer,0,0,0,0,1,0,0,0
thermometer,0,0,0,0,3,0,0,2
thermometer,0,1,1,0,2,1,1,1
thermometer,0,0,0,0,2,0,1,0
negligent,1,0,1,0,0,1,0,1
negligent,0,1,1,2,0,1,0,0
negligent,0,1,0,0,0,1,0,0
negligent,0,3,3,3,1,3,1,3
negligent,0,0,0,0,0,0,0,0
predicate,0,0,0,0,0,0,0,0
predicate,0,0,0,0,0,0,0,0
predicate,0,0,0,0,0,0,0,0
predicate,0,0,0,0,0,0,0,0
dessert,0,0,0,0,0,0,1,1
dessert,1,0,0,0,0,0,0,0
dessert,1,0,0,0,0,0,0,0
volcano,0,0,0,0,0,0,0,0
volcano,0,1,1,1,0,0,1,1
volcano,1,0,1,2,0,0,2,1
volcano,0,2,3,0,0,0,3,3
volcano,0,1,2,2,0,0,1,1
watchdog,0,0,0,0,0,0,0,0
watchdog,0,0,1,1,2,0,0,0
watchdog,0,0,1,1,2,0,0,0
watchdog,0,0,0,0,2,0,0,1
watchdog,0,0,0,0,0,0,0,0
derive,1,0,0,0,3,0,1,2
derive,0,0,0,0,1,0,0,1
derive,0,0,0,0,0,0,0,0
derive,0,0,0,0,0,0,0,0
insurmountable,0,0,0,0,0,0,0,0
insurmountable,0,3,3,1,0,1,0,0
insurmountable,0,2,2,1,0,0,0,1
insurmountable,0,1,3,1,0,0,0,0
rumor,0,2,0,2,0,0,0,0
rumor,0,0,0,0,0,0,0,0
rumor,0,0,0,0,0,0,0,0
rumor,0,0,1,0,0,1,0,0
rumor,0,1,1,2,0,2,0,0
slayer,0,2,3,2,0,2,2,1
slayer,0,3,3,3,3,3,3,3
slayer,0,3,3,3,0,0,0,0
slayer,0,3,3,3,0,3,2,0
slayer,0,2,3,2,0,1,0,0
cellular,0,0,0,0,0,0,0,0
cellular,0,0,0,0,0,0,0,0
cellular,0,0,0,0,0,0,0,0
totally,0,0,0,0,0,0,0,0
totally,0,0,0,0,0,0,0,0
totally,1,0,1,2,1,1,0,0
totally,1,0,0,0,0,0,0,0
totally,0,0,0,0,0,0,0,0
sapphire,0,1,0,0,0,0,1,0
sapphire,1,0,0,0,1,0,1,1
sapphire,0,0,0,0,0,0,0,0
sapphire,0,0,0,0,0,0,0,0
sapphire,0,0,0,0,0,0,0,0
hostile,0,2,3,3,3,3,3,1
hostile,0,0,1,3,0,0,0,0
hostile,0,0,0,2,0,0,0,0
hostile,0,1,3,3,0,3,0,0
hasty,0,0,1,1,0,0,1,0
hasty,0,0,0,1,0,0,1,1
hasty,0,0,2,2,0,0,2,0
hasty,0,0,1,1,0,0,1,1
hasty,0,0,0,0,0,0,0,1
reader,0,0,0,0,0,0,0,0
reader,0,0,0,0,0,0,0,0
reader,0,0,0,0,1,0,0,0
urgent,0,0,1,0,1,0,2,2
urgent,0,0,2,1,0,0,2,2
urgent,1,1,1,1,1,1,1,1
urgent,0,0,2,2,0,0,1,1
thing,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,0,0
thing,1,1,1,1,1,1,1,1
thing,0,0,0,0,0,0,0,0
thing,0,0,0,0,0,0,0,0
coma,0,2,1,0,0,1,0,3
coma,0,3,3,1,0,3,2,3
coma,0,0,0,0,0,0,0,0
coma,0,0,0,0,0,0,0,0
coma,0,3,3,1,0,1,0,1
class,0,0,0,0,0,0,0,0
class,1,1,2,1,1,0,0,1
class,1,1,1,1,1,1,1,0
class,0,0,0,0,0,0,0,0
class,0,0,0,0,0,0,0,0
recidivism,0,0,0,0,0,0,0,0
recidivism,0,1,1,1,0,0,1,2
recidivism,0,1,1,2,0,1,0,1
recidivism,1,1,1,2,0,0,0,1
recidivism,0,1,1,1,0,0,0,0
sleet,0,0,0,0,0,0,0,0
sleet,0,3,1,0,0,1,0,0
sleet,1,1,1,1,0,2,1,0
sleet,0,0,1,0,0,0,1,0
misbehavior,0,1,1,0,0,0,0,0
misbehavior,0,0,0,0,0,0,0,0
misbehavior,0,0,0,3,2,2,1,0
misbehavior,0,1,0,1,0,1,0,0
determinate,0,0,0,0,0,0,0,1
determinate,0,0,0,0,0,0,0,0
determinate,1,0,0,0,2,0,0,3
summon,0,0,0,0,0,0,0,0
summon,0,0,0,0,0,0,0,0
summon,0,0,1,0,0,0,0,1
summon,0,0,1,0,1,0,0,0
summon,0,1,1,0,1,1,1,1
apprehensive,0,1,3,0,0,0,2,2
apprehensive,0,2,3,2,0,1,1,2
apprehensive,0,0,2,0,0,0,0,1
apprehensive,0,0,1,0,0,0,0,0
apprehensive,0,1,3,2,0,2,0,3
apprehensive,0,0,3,0,0,0,0,0
complacent,0,0,0,0,0,0,0,0
complacent,0,1,1,1,0,1,0,1
complacent,0,0,0,0,0,0,0,0
complacent,0,0,1,0,0,1,0,1
complacent,0,2,0,0,0,1,0,0
pencil,0,0,0,0,0,0,0,0
pencil,0,0,0,0,0,0,0,0
pencil,0,0,0,0,0,0,0,1
pencil,0,0,0,0,0,0,0,0
pencil,0,0,0,0,0,0,0,0
pencil,0,0,0,0,0,0,0,0
pencil,0,0,0,0,0,0,0,0
pencil,0,0,0,0,1,0,0,1
nobility,0,0,0,0,2,0,0,0
nobility,0,0,0,0,0,0,0,0
nobility,0,1,3,2,2,1,1,3
shag,0,0,0,0,0,0,0,0
shag,0,0,0,0,0,0,0,0
shag,0,0,0,0,0,0,0,0
shag,0,1,2,2,0,3,0,2
shag,0,0,0,0,0,0,0,0
accustomed,0,0,0,0,1,0,0,0
accustomed,1,0,0,1,1,0,0,1
accustomed,1,0,0,0,1,0,0,1
accustomed,0,0,0,0,0,0,0,0
accustomed,0,0,0,0,0,0,0,0
accustomed,0,0,0,0,0,0,0,0
accustomed,0,0,0,0,1,0,0,0
accustomed,0,0,0,0,1,0,0,0
accustomed,1,0,0,0,0,0,0,0
worthless,0,0,0,0,0,0,0,0
worthless,0,0,0,0,0,2,0,0
worthless,0,0,0,0,0,0,0,0
worthless,0,3,0,1,0,1,0,0
worthless,0,0,0,0,0,0,0,0
expenditure,1,2,0,2,0,2,1,0
expenditure,0,0,0,0,0,0,0,0
expenditure,0,0,0,0,0,0,0,0
expenditure,0,0,0,0,0,0,0,0
expenditure,0,0,0,1,0,0,0,0
convalescent,0,1,1,0,0,0,0,2
convalescent,0,0,0,0,0,0,0,0
convalescent,1,0,0,0,0,0,0,0
convalescent,0,1,0,0,1,0,0,1
prior,0,0,0,0,0,0,0,0
prior,0,0,0,0,0,0,0,0
prior,0,0,0,0,0,0,0,0
prior,0,0,0,0,0,0,0,0
unsettled,0,2,2,1,0,2,1,0
unsettled,0,0,0,0,0,0,0,0
unsettled,0,0,3,0,0,0,1,0
unsettled,0,1,0,0,0,0,1,0
unsettled,0,2,1,1,0,0,0,1
density,0,0,0,0,0,0,0,0
density,0,0,0,0,0,0,0,0
density,0,0,0,0,0,0,0,0
density,1,0,0,0,2,0,0,0
mend,0,0,0,0,0,0,0,0
mend,1,0,0,0,0,0,0,0
mend,0,0,0,0,0,0,0,0
mountain,0,1,0,0,2,0,0,0
mountain,0,0,0,0,0,0,0,0
mountain,0,0,3,0,0,0,0,0
bury,0,0,0,0,0,0,0,1
bury,0,2,1,1,0,0,0,0
bury,0,2,1,2,0,1,0,1
bury,0,3,0,0,0,0,0,0
bury,0,2,1,1,0,0,0,0
male,0,0,0,0,0,0,0,0
male,0,0,0,0,0,0,0,0
male,0,0,0,0,0,0,0,0
bellow,0,0,0,0,0,0,0,0
bellow,0,0,0,0,0,0,0,0
bellow,1,1,1,1,1,1,2,1
bellow,0,0,0,0,0,0,0,0
bellow,0,0,1,3,0,1,3,0
reading,0,0,0,0,0,0,0,0
reading,0,0,0,0,0,0,0,0
reading,0,0,0,0,0,0,0,0
shoulder,1,3,0,0,3,0,0,0
shoulder,0,0,0,0,2,0,0,0
shoulder,0,0,0,0,0,0,0,0
shoulder,0,0,0,0,0,0,0,0
rogue,0,0,1,1,1,0,0,0
rogue,0,0,0,1,0,1,0,0
rogue,0,0,0,0,0,0,0,0
rogue,0,0,1,0,0,1,0,0
rogue,0,0,0,0,0,0,0,0
grantee,0,0,0,0,0,0,0,0
grantee,1,0,0,0,0,0,0,0
grantee,1,0,0,0,1,0,1,2
grantee,1,0,0,0,1,0,0,0
grantee,0,0,0,0,0,0,0,0
nepotism,0,0,0,0,0,0,0,0
nepotism,1,3,1,0,0,2,1,0
nepotism,0,0,0,0,0,0,0,0
nepotism,0,0,0,0,0,0,0,0
nepotism,1,1,1,1,1,1,1,1
hill,0,0,0,0,0,0,0,0
hill,0,0,0,0,0,0,0,0
hill,0,0,0,0,0,0,0,0
hill,0,0,0,0,0,0,0,0
dissuade,1,1,0,1,0,0,1,2
dissuade,0,0,0,0,0,0,0,0
dissuade,0,0,1,1,0,0,0,0
dissuade,0,0,0,0,1,2,2,0
dissuade,0,0,0,0,0,0,0,0
dissuade,0,1,1,0,1,0,0,0
dissuade,0,1,3,1,0,2,2,0
discretionary,0,0,0,0,0,0,0,0
discretionary,0,0,0,0,0,0,0,0
discretionary,0,0,0,0,1,0,0,1
ham,0,0,0,0,0,0,0,0
ham,0,0,0,0,0,0,0,0
ham,0,0,0,0,0,0,0,0
ham,1,1,0,1,0,1,1,1
ham,1,0,0,0,0,0,0,0
middle,0,1,0,0,1,0,0,0
middle,0,1,1,1,0,1,1,2
middle,0,0,0,0,0,0,0,0
middle,0,0,0,0,0,0,0,0
madness,0,0,0,0,0,0,0,0
madness,0,3,3,3,0,3,0,0
madness,0,0,0,2,0,0,0,0
madness,1,0,0,0,0,0,1,0
tending,0,0,0,0,1,0,0,0
tending,0,0,0,0,0,0,0,0
tending,0,0,0,0,0,0,0,0
tending,0,0,0,0,0,0,0,0
adoption,0,0,0,0,0,0,0,0
adoption,0,0,0,0,1,0,0,1
adoption,1,0,0,0,1,0,0,1
gooey,0,0,0,0,0,0,0,0
gooey,1,2,3,0,0,0,3,1
gooey,0,0,0,0,0,3,0,0
gooey,0,0,0,0,0,2,0,0
gooey,0,0,0,0,0,0,0,0
remains,0,1,2,0,0,2,0,1
remains,0,0,0,0,0,0,0,0
remains,0,3,3,1,0,3,1,0
hank,0,0,0,0,2,1,1,1
hank,0,0,0,0,0,0,0,0
hank,0,0,0,0,0,0,0,0
hank,0,0,0,0,0,0,0,0
hank,0,0,0,0,1,0,0,0
regenerate,1,0,0,0,1,0,0,1
regenerate,0,0,0,0,0,0,0,0
regenerate,0,0,0,0,0,0,0,1
impulse,1,0,1,1,0,1,1,2
impulse,1,0,0,0,0,0,3,3
impulse,1,0,0,0,0,0,2,0
impulse,0,0,0,0,0,0,0,0
impulse,0,0,0,0,0,0,0,1
impulse,1,0,2,1,0,0,3,3
impulse,0,0,0,0,0,0,0,0
impulse,1,1,1,2,1,1,2,1
impulse,1,0,1,1,1,1,1,1
solubility,1,0,0,0,0,0,0,0
solubility,0,0,0,0,0,0,0,0
solubility,0,0,0,0,0,0,0,0
solubility,0,0,0,0,0,0,0,0
solubility,0,0,0,0,0,0,0,0
confederate,0,0,1,1,1,0,0,0
confederate,0,0,0,0,1,0,0,0
confederate,0,0,1,1,0,1,0,0
incompatible,0,2,1,3,2,2,0,2
incompatible,0,3,3,3,0,2,1,0
incompatible,0,0,0,0,0,0,0,0
country,0,0,0,0,1,0,0,0
country,1,0,0,0,1,0,0,0
country,0,0,0,0,0,0,0,0
country,0,0,0,0,1,0,0,0
restrain,0,2,1,2,1,2,0,0
restrain,0,1,1,0,0,1,0,0
restrain,0,1,3,2,0,0,2,0
restrain,0,0,0,0,0,0,0,0
crank,0,0,0,0,0,0,0,0
crank,0,1,1,2,0,2,3,0
crank,0,0,0,0,0,1,0,0
pivot,1,0,0,1,1,0,1,2
pivot,0,0,0,0,0,0,0,0
pivot,1,0,1,0,1,0,1,1
pivot,0,0,0,0,0,0,1,0
ordnance,0,0,3,1,0,1,0,0
ordnance,0,1,3,3,2,0,3,1
ordnance,0,0,2,0,1,0,0,0
ordnance,0,0,0,0,0,0,0,0
obscurity,0,0,0,0,0,0,0,0
obscurity,0,1,2,0,0,0,0,0
obscurity,0,0,0,0,0,0,0,0
obscurity,0,1,0,0,0,0,0,0
obscurity,0,0,0,0,0,0,0,0
mirage,0,0,0,0,0,0,1,0
mirage,0,0,0,0,0,0,0,0
mirage,1,1,0,0,0,0,1,1
mirage,0,0,0,0,0,0,0,0
mirage,0,1,0,0,1,0,1,0
building,0,0,0,0,0,0,0,0
building,0,0,0,0,0,0,0,0
building,0,0,0,0,0,0,0,0
building,0,0,0,0,2,0,0,0
articles,0,0,0,0,1,0,0,1
articles,0,0,0,0,0,0,0,0
articles,0,0,0,0,0,0,0,0
articles,0,0,0,0,2,0,1,1
articles,0,0,0,0,0,0,0,0
articles,0,0,0,0,0,0,0,0
lantern,0,0,0,0,0,0,0,0
lantern,1,0,1,0,1,0,0,0
lantern,1,1,1,0,1,0,0,0
incitement,1,0,0,0,0,0,1,1
incitement,0,0,0,2,0,0,0,0
incitement,0,0,1,0,1,0,1,0
incitement,0,0,1,1,0,1,1,1
incitement,0,0,0,0,0,0,0,0
peer,1,1,2,0,1,1,2,3
peer,0,0,0,0,0,0,0,0
peer,0,0,0,0,0,0,0,0
peer,0,0,0,0,0,0,0,0
peer,0,0,0,0,1,0,0,0
peer,0,0,0,0,0,0,0,0
infinitely,0,0,0,0,0,0,0,0
infinitely,0,0,0,0,1,0,0,1
infinitely,1,0,1,0,1,0,1,1
laterally,0,0,0,0,0,0,0,0
laterally,0,0,0,0,0,0,0,0
laterally,0,0,0,0,0,0,0,0
laterally,0,0,0,0,0,0,0,0
laterally,0,0,0,0,0,0,0,0
soot,0,0,0,0,0,0,0,0
soot,0,0,0,0,0,0,0,0
soot,0,0,0,0,0,0,0,0
soot,0,0,0,0,0,1,0,0
foot,0,0,0,0,0,0,0,0
foot,0,0,0,0,0,0,0,0
foot,0,0,0,0,0,0,0,0
foot,0,0,0,0,1,0,0,0
atoll,0,0,0,0,0,0,0,0
atoll,0,0,0,0,0,0,0,0
atoll,1,0,0,0,0,0,0,0
atoll,0,0,0,0,0,0,0,0
arrival,1,0,0,0,0,0,0,0
arrival,0,0,0,0,0,0,0,0
arrival,1,0,0,0,0,0,1,2
arrival,1,0,0,0,1,0,1,2
arrival,0,0,0,0,0,0,0,3
arrival,1,0,0,0,0,0,0,2
arrival,0,0,0,0,0,0,0,0
confident,2,0,0,0,0,0,0,0
confident,2,0,0,1,3,0,0,3
confident,2,0,0,0,0,0,0,0
confident,2,0,0,0,2,0,0,0
confident,2,0,0,0,2,0,0,0
overpass,0,0,0,0,0,0,0,0
overpass,0,0,0,0,0,0,0,0
overpass,0,0,0,0,0,0,0,0
overpass,0,1,2,2,0,1,0,0
brew,1,0,1,0,0,1,2,1
brew,0,0,0,0,0,0,0,0
brew,0,0,0,0,0,0,0,0
brew,1,0,0,0,0,1,0,0
inaudible,0,1,0,0,0,0,0,0
inaudible,0,0,0,0,0,0,0,0
inaudible,1,1,1,1,1,1,1,1
inaudible,0,0,1,0,0,0,0,0
inaudible,0,0,0,0,0,0,0,0
biographer,0,0,0,0,0,0,0,0
biographer,0,0,0,0,1,0,0,0
biographer,0,0,0,0,0,0,0,0
biographer,0,0,0,0,0,0,0,0
biographer,0,0,0,0,0,0,0,0
biographer,0,0,0,0,0,0,0,0
biographer,0,0,0,0,2,0,0,0
biographer,0,0,0,0,0,0,0,0
biographer,0,0,0,0,2,0,0,2
biographer,0,0,0,0,0,0,0,0
portray,0,0,0,0,1,0,0,0
portray,0,0,0,0,0,0,0,0
portray,0,0,0,0,0,0,0,0
portray,0,0,0,0,0,0,0,2
diocesan,0,0,0,0,0,0,0,0
diocesan,1,0,0,0,2,0,0,0
diocesan,0,0,0,0,0,0,0,0
diocesan,0,0,0,1,0,0,0,1
broil,0,0,0,0,0,0,0,0
broil,0,0,0,1,0,0,0,0
broil,0,1,2,3,0,2,0,0
broil,0,0,1,2,0,0,0,0
respondent,0,0,0,0,0,0,0,0
respondent,0,0,0,0,1,0,0,1
respondent,0,3,3,3,0,3,0,2
respondent,0,0,0,0,0,0,0,0
respondent,0,0,0,0,0,0,0,0
waning,0,3,2,1,1,2,0,0
waning,0,1,0,0,0,0,1,2
waning,0,0,0,0,0,0,0,0
yawn,0,0,0,0,0,0,0,0
yawn,0,0,0,0,0,0,0,0
yawn,0,0,0,0,0,0,0,0
yawn,1,1,0,0,1,0,0,2
crucifixion,0,2,2,2,0,0,0,0
crucifixion,0,3,3,1,0,1,0,0
crucifixion,0,3,3,0,0,0,0,0
crucifixion,0,2,2,2,0,2,0,0
crucifixion,0,0,3,0,0,0,0,0
strait,0,0,0,0,0,0,0,0
strait,0,0,0,0,0,0,0,0
strait,1,0,0,0,0,0,0,0
strait,0,0,0,0,0,0,0,0
keeper,0,0,0,1,1,0,0,0
keeper,0,0,0,0,0,0,0,0
keeper,1,0,0,0,1,0,0,0
keeper,0,0,0,0,0,0,0,0
naive,0,0,0,0,1,0,0,0
naive,0,0,0,0,0,0,0,0
naive,0,0,0,0,1,0,0,0
imagery,1,0,0,0,0,0,0,1
imagery,1,0,0,0,0,0,0,0
imagery,1,0,0,0,1,0,0,1
imagery,0,0,0,0,0,0,1,0
wood,0,0,0,0,0,0,0,0
wood,1,0,0,0,1,0,0,1
wood,0,0,0,0,0,0,0,0
lavish,1,0,0,0,0,0,0,2
lavish,1,0,0,0,0,0,0,0
lavish,1,0,0,0,0,0,0,0
lavish,0,0,0,0,0,0,0,0
lavish,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,1,0,0,1
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,1,0
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,0,0
latitude,0,0,0,0,0,0,0,0
outweigh,0,0,0,0,0,0,0,1
outweigh,0,0,0,0,0,0,0,0
outweigh,0,0,0,0,0,0,0,0
outweigh,0,1,0,0,0,1,0,0
derogatory,0,0,0,0,0,0,0,0
derogatory,0,3,0,0,0,3,0,0
derogatory,0,0,0,0,0,1,0,0
derogatory,0,0,0,3,0,2,0,1
derogatory,0,3,2,2,0,3,1,0
stretcher,0,0,0,0,0,0,0,0
stretcher,0,0,1,0,0,0,0,0
stretcher,0,0,0,0,0,0,0,0
stretcher,0,0,0,0,0,0,0,0
stretcher,0,0,0,0,2,0,0,0
stretcher,1,1,1,0,2,0,0,1
abutment,0,0,0,0,2,0,0,0
abutment,0,0,0,0,2,0,0,0
abutment,0,0,0,0,0,0,0,0
abutment,0,0,0,0,1,0,0,0
abutment,0,0,0,0,1,0,0,0
abutment,0,0,0,0,2,0,0,0
abutment,0,0,0,0,0,0,0,0
abutment,0,0,0,0,1,0,0,0
abutment,0,0,0,0,0,0,0,0
abutment,0,0,0,0,2,0,0,0
abutment,0,0,0,0,0,0,0,0
abutment,0,0,0,0,2,0,0,0
oboe,0,0,0,0,0,0,0,0
oboe,0,0,0,0,0,0,0,0
oboe,1,0,0,0,0,0,0,0
oboe,0,0,0,0,0,0,0,0
oboe,1,0,0,0,1,0,0,1
conditional,0,0,0,0,0,0,0,2
conditional,0,1,2,0,0,0,0,0
conditional,0,1,1,1,0,0,0,0
conditional,0,0,0,0,0,0,0,0
materialist,0,0,0,0,0,0,0,0
materialist,0,0,0,0,1,0,0,0
materialist,0,0,0,0,0,1,0,0
frequently,0,0,0,0,2,0,0,0
frequently,0,0,0,0,2,0,0,1
frequently,0,0,0,0,0,0,0,0
frequently,0,0,0,0,0,0,0,0
frequently,0,0,0,0,0,0,0,0
kennel,0,0,0,0,0,0,0,0
kennel,0,0,0,0,0,0,0,0
kennel,0,1,1,0,1,0,0,0
kennel,0,0,0,0,0,0,0,0
kennel,0,0,0,0,0,0,0,0
hellish,0,0,3,3,0,2,0,0
hellish,0,0,0,0,0,0,0,0
hellish,0,2,2,2,0,1,1,0
shingle,0,1,0,0,1,1,0,0
shingle,0,0,0,0,1,0,0,0
shingle,0,0,0,0,0,0,0,0
emir,0,0,0,0,1,0,0,0
emir,0,0,0,0,0,0,0,0
emir,0,0,0,0,1,0,0,0
emir,0,0,1,0,2,0,0,0
emir,1,0,2,1,2,1,0,0
monogram,0,0,0,0,0,0,0,0
monogram,0,0,0,0,0,0,0,0
monogram,1,0,0,0,0,0,0,0
monogram,0,0,0,0,0,0,0,0
monogram,0,0,0,0,0,0,0,0
mingle,0,0,0,0,0,0,0,1
mingle,1,1,1,1,1,1,1,1
mingle,1,0,0,0,0,0,0,0
mingle,1,0,0,0,0,0,0,1
mingle,1,0,0,0,0,0,0,0
reparation,0,0,0,0,0,0,0,0
reparation,1,0,1,1,2,1,0,0
reparation,1,0,0,0,1,0,0,1
reparation,1,0,0,1,2,1,0,0
onus,1,2,1,1,1,1,0,2
onus,0,1,2,2,2,0,0,3
onus,0,0,0,0,2,0,0,0
onus,0,0,0,0,0,0,0,0
onus,0,1,0,0,0,1,0,0
hilt,0,0,0,0,0,0,0,0
hilt,0,0,0,0,0,0,0,0
hilt,0,0,0,0,0,0,0,0
hilt,0,1,1,1,0,0,0,0
hilt,1,0,3,2,1,3,2,0
exceed,2,0,1,0,1,1,2,2
exceed,2,0,0,0,3,0,0,2
exceed,2,0,0,0,0,0,0,0
exceed,2,0,0,0,0,0,0,0
exceed,2,0,0,0,1,0,2,2
exceed,3,2,2,1,1,1,3,2
exceed,2,0,0,0,1,0,0,0
exceed,2,0,0,0,0,0,1,0
exceed,2,0,0,0,1,0,2,1
exceed,2,1,1,0,2,0,0,2
exceed,2,2,1,1,1,1,3,3
buoy,0,0,0,0,0,0,0,0
buoy,0,0,0,0,0,0,0,0
buoy,1,1,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,0,0,0,0,0,0,0,0
charcoal,1,0,0,0,0,1,0,0
charcoal,0,0,0,0,0,0,0,0
essentially,0,0,0,0,1,0,0,0
essentially,0,0,0,0,0,0,0,0
essentially,0,0,0,0,1,0,0,0
broth,0,0,0,0,0,0,0,0
broth,0,0,0,0,0,0,0,0
broth,1,0,0,1,0,0,0,0
broth,0,0,0,0,0,0,0,0
broth,0,1,1,1,0,2,0,0
lubricate,0,0,0,0,0,0,0,0
lubricate,0,0,0,0,0,0,0,0
lubricate,0,0,0,0,1,0,0,0
lubricate,0,0,0,0,1,1,0,1
winding,1,1,1,1,0,1,1,1
winding,0,0,0,0,0,0,0,0
winding,0,1,0,0,0,0,1,2
winding,0,0,0,0,0,0,0,0
winding,0,0,0,0,0,0,0,1
sneer,0,0,0,3,0,2,0,0
sneer,1,0,0,0,1,1,1,1
sneer,0,0,2,3,0,3,1,0
sneer,1,2,1,2,1,2,0,1
sneer,0,1,1,3,0,3,1,0
conciliation,0,0,0,0,0,0,0,0
conciliation,0,0,0,0,1,0,0,0
conciliation,1,0,0,0,3,0,0,1
conciliation,1,1,1,1,1,1,1,1
consecration,1,0,0,0,0,0,0,1
consecration,0,0,0,0,0,0,0,0
consecration,0,0,0,0,1,0,0,1
regretted,0,3,2,2,0,3,0,0
regretted,0,3,0,0,0,0,0,0
regretted,0,2,1,1,0,0,1,0
regretted,0,3,2,2,0,1,1,0
regretted,0,2,0,0,0,1,0,0
imitate,0,0,0,0,0,0,0,0
imitate,1,1,2,2,2,1,1,2
imitate,0,0,0,1,0,0,0,1
imitate,0,0,0,0,0,0,0,0
adverse,0,1,3,1,0,1,0,0
adverse,0,2,1,3,0,1,1,0
adverse,0,3,3,3,0,1,1,1
admire,1,0,0,0,0,0,0,0
admire,0,0,0,0,0,0,0,0
admire,1,0,0,0,1,0,1,1
admire,1,0,0,0,2,0,0,0
admire,1,0,1,0,2,0,1,0
admire,0,0,0,0,0,0,0,0
admire,1,0,0,0,1,0,0,0
admire,0,0,0,0,0,0,0,0
admire,0,0,0,0,1,0,0,0
balk,0,0,2,1,0,0,1,0
balk,0,0,0,1,0,2,0,0
balk,0,0,1,0,0,0,1,0
balk,0,0,0,0,0,0,0,0
stuffing,0,0,0,0,0,0,0,0
stuffing,0,0,0,0,0,1,0,0
stuffing,0,0,0,0,0,0,0,0
stuffing,0,0,0,0,0,0,0,0
stuffing,0,0,0,0,0,0,3,3
drown,0,0,0,0,0,0,0,0
drown,0,0,2,0,0,0,0,0
drown,0,1,2,2,0,2,3,0
drown,0,2,1,0,0,0,0,0
torment,0,0,0,0,0,0,0,0
torment,0,3,3,3,0,3,1,0
torment,0,2,2,3,0,1,3,3
torment,0,2,2,1,0,1,0,0
torment,1,1,0,0,0,1,1,1
coldness,0,3,3,3,0,3,0,1
coldness,0,2,3,3,0,3,0,0
coldness,0,2,1,0,0,0,0,0
manna,0,0,0,0,0,0,0,0
manna,1,2,1,1,3,1,3,1
manna,1,1,0,0,0,0,1,1
manna,0,0,0,0,0,0,0,0
hairy,0,0,2,0,0,0,0,0
hairy,0,0,0,0,0,0,1,0
hairy,0,0,0,0,0,2,0,0
hairy,0,0,0,0,0,0,0,0
hairy,0,0,1,1,0,2,2,0
ajar,0,0,0,0,0,0,0,0
ajar,0,0,0,0,0,0,0,1
ajar,0,1,1,0,0,0,2,1
ajar,0,0,0,0,0,0,0,0
ajar,0,0,0,0,0,0,0,1
ajar,0,0,0,1,0,0,0,0
ajar,0,1,1,1,1,0,0,0
ajar,0,0,0,0,0,0,0,0
feigned,0,0,0,0,0,0,0,0
